0.039876,0.050947,0.062444,0.074265,0.086358,0.098692,0.111247,0.124007,0.13696,0.150097,0.163408,0.176885,0.190519,0.204303,0.218228,0.232287,0.246472,0.260774,0.275184,0.289694,0.304293,0.318973,0.333723,0.348531,0.363387,0.378278,0.393192,0.408115,0.423032,0.437929,0.45279,0.467596,0.482332,0.496977,0.511512,0.525916,0.540166,0.554241,0.568116,0.581766,0.595165,0.608286,0.621103,0.633588,0.645711,0.657444,0.668759,0.679627,0.690019,0.699907,0.709264,
0.118361,0.125225,0.132213,0.139317,0.146529,0.153842,0.161251,0.168749,0.176331,0.183991,0.191726,0.199528,0.207394,0.215319,0.223297,0.231324,0.239395,0.247504,0.255645,0.263815,0.272006,0.280213,0.288431,0.296651,0.304869,0.313076,0.321266,0.329431,0.337562,0.345651,0.35369,0.361669,0.369577,0.377406,0.385143,0.392778,0.400299,0.407694,0.414949,0.422053,0.42899,0.435749,0.442314,0.448671,0.454806,0.460704,0.466351,0.471733,0.476835,0.481645,0.486149,
0.140845,0.145938,0.151106,0.156344,0.161647,0.167011,0.172431,0.177904,0.183425,0.18899,0.194597,0.200241,0.205918,0.211626,0.217361,0.223119,0.228896,0.23469,0.240495,0.246309,0.252127,0.257945,0.263759,0.269566,0.275359,0.281135,0.286888,0.292613,0.298305,0.303958,0.309566,0.315122,0.32062,0.326054,0.331415,0.336697,0.341892,0.34699,0.351985,0.356867,0.361627,0.366256,0.370745,0.375084,0.379265,0.383276,0.38711,0.390756,0.394206,0.39745,0.400481,
0.095066,0.101752,0.108592,0.115572,0.122681,0.129907,0.137243,0.144679,0.152209,0.159825,0.167522,0.175294,0.183134,0.191037,0.198997,0.207009,0.215067,0.223167,0.231301,0.239465,0.247653,0.255858,0.264075,0.272296,0.280515,0.288724,0.296917,0.305086,0.313222,0.321317,0.329361,0.337346,0.345261,0.353097,0.360841,0.368484,0.376012,0.383415,0.390678,0.39779,0.404736,0.411503,0.418076,0.424442,0.430585,0.436492,0.442148,0.447538,0.452649,0.457467,0.46198,
0.14119,0.140312,0.139495,0.138739,0.138045,0.137412,0.136841,0.136333,0.135887,0.135504,0.135185,0.134928,0.134736,0.134607,0.134543,0.134544,0.134609,0.134741,0.134937,0.1352,0.13553,0.135926,0.136389,0.136919,0.137516,0.138181,0.138913,0.139713,0.140581,0.141515,0.142517,0.143586,0.144721,0.145922,0.147188,0.148517,0.14991,0.151364,0.152878,0.15445,0.156079,0.157761,0.159495,0.161277,0.163104,0.164973,0.16688,0.168821,0.170792,0.172788,0.174804,
0.147994,0.154896,0.161886,0.168955,0.176099,0.183312,0.190588,0.197923,0.205312,0.212749,0.220231,0.227754,0.235311,0.2429,0.250515,0.258153,0.265808,0.273475,0.281151,0.288829,0.296505,0.304174,0.311829,0.319465,0.327076,0.334655,0.342197,0.349692,0.357136,0.364518,0.371833,0.379071,0.386222,0.393279,0.400231,0.407068,0.41378,0.420355,0.426783,0.433052,0.439149,0.445064,0.450782,0.456293,0.461582,0.466639,0.47145,0.476003,0.480287,0.48429,0.488001,
0.084039,0.092826,0.101767,0.110841,0.120029,0.129318,0.138695,0.148151,0.157677,0.167265,0.176907,0.186596,0.196326,0.206089,0.21588,0.225691,0.235515,0.245347,0.255178,0.265002,0.274812,0.2846,0.294358,0.304077,0.31375,0.323367,0.332918,0.342394,0.351785,0.361079,0.370266,0.379333,0.388268,0.397059,0.405691,0.414152,0.422426,0.430498,0.438354,0.445977,0.45335,0.460459,0.467285,0.473813,0.480026,0.485906,0.491438,0.496606,0.501394,0.505788,0.509774,
0.125409,0.129361,0.133613,0.138135,0.142897,0.147873,0.153038,0.15837,0.163846,0.169449,0.17516,0.180963,0.186843,0.192787,0.198782,0.204817,0.210879,0.21696,0.223049,0.229137,0.235215,0.241274,0.247306,0.253302,0.259256,0.265158,0.271001,0.276776,0.282477,0.288095,0.293621,0.299049,0.304369,0.309573,0.314653,0.319601,0.324407,0.329064,0.333561,0.337891,0.342045,0.346015,0.349791,0.353365,0.35673,0.359877,0.3628,0.365491,0.367943,0.370153,0.372113,
0.131801,0.125566,0.119404,0.113327,0.107352,0.101497,0.095784,0.090238,0.084889,0.079773,0.074934,0.070422,0.066294,0.062619,0.059467,0.056911,0.055019,0.053842,0.053406,0.053709,0.054715,0.056361,0.058569,0.061251,0.064322,0.067703,0.071323,0.07512,0.079041,0.083041,0.087083,0.091134,0.095165,0.099152,0.103072,0.106906,0.110637,0.114247,0.117722,0.121049,0.124213,0.127202,0.130006,0.132612,0.135011,0.137193,0.13915,0.140872,0.142354,0.143588,0.14457,
0.229078,0.231332,0.233945,0.236915,0.240239,0.243912,0.247931,0.252292,0.256989,0.262018,0.267375,0.273056,0.279056,0.285369,0.291993,0.298922,0.306153,0.313681,0.321501,0.32961,0.338004,0.346677,0.355627,0.364847,0.374334,0.384083,0.394088,0.404343,0.414843,0.425581,0.43655,0.447742,0.459149,0.470762,0.48257,0.494563,0.506728,0.519052,0.531522,0.544122,0.556834,0.569643,0.582527,0.595468,0.608444,0.621431,0.634407,0.647346,0.660224,0.673013,0.685687,
